Book,Text
Wielki człowiek! A chodził w krakowskiej sukmanie,
To jest czamarce». «W jakiej czamarce, mospanie? —
Odparł Wilbik. — To przecież zwano taratatką».
«Ale tamta z frędzlami, ta jest całkiem gładką» —
Krzyknął Mickiewicz. Zatem wszczynały się swary
O różnych taratatki kształtach i czamary.

    Przemyślny Robak, widząc, że się tak rozpryska
Rozmowa, jął ją znowu zbierać do ogniska,
Do swojej tabakiery; częstował, kichali,
Życzyli sobie zdrowia, on rzecz ciągnął daléj:
«Gdy cesarz Napoleon w potyczce zażywa
Raz po raz, to znak pewny, że bitwę wygrywa.
Na przykład pod Austerlitz: Francuzi tak stali
Z armatami, a na nich biegła ćma Moskali.
Cesarz patrzył i milczał. Co Francuzi strzelą,
To Moskale pułkami jak trawa się ścielą:
Pułk za pułkiem cwałował i spadał z kulbaki;
Co pułk spadnie, to cesarz zażyje tabaki.
Aż w końcu, Aleksander ze swoim braciszkiem
Konstantym i z niemieckim cesarzem Franciszkiem,
W nogi z pola; więc cesarz, widząc, że po walce,
Spojrzał na nich, zaśmiał się i otrząsnął palce.
Otóż, jeśli kto z panów, coście tu przytomni,
Będzie w wojsku cesarza, niech to sobie wspomni».

    «Ach — zawołał Skołuba — mój księże kwestarzu!
Kiedyż to będzie! Wszak to ile w kalendarzu
Jest świąt, na każde święto Francuzów nam wróżą:
Wygląda człek, wygląda, aż się oczy mrużą;
A Moskal jak nas trzymał, tak trzyma za szyję.
Pono nim słońce wnidzie, rosa oczy wyje».

    «Mospanie — rzekł bernardyn — babska rzecz narzekać,
A żydowska rzecz ręce założywszy czekać,
Nim kto w karczmę zajedzie i do drzwi zapuka.
Z Napoleonem pobić Moskalów nie sztuka.
Jużci on Szwabom skórę trzy razy wymłócił,
Brzydkie Prusactwo zdeptał, Anglików wyrzucił
Het za morze, Moskalom zapewne wygodzi;
Ale co stąd wyniknie, wie asan dobrodziéj?
Oto, szlachta litewska wtenczas na koń wsiędzie
I szable weźmie, kiedy bić się z kim nie będzie;
Napoleon sam wszystkich pobiwszy, nareszcie
Powie: »Obejdę się ja bez was, kto jesteście?«
Więc nie dość gościa czekać, nie dość i zaprosić,
Trzeba czeladkę zebrać i stoły pownosić,
A przed ucztą potrzeba dom oczyścić z śmieci,
Oczyścić dom, powtarzam, oczyścić dom, dzieci!»

    Nastąpiło milczenie, potem głosy w tłumie:
«Jakże to dom oczyścić, jak to ksiądz rozumie?
Jużci my wszystko zrobim, na wszystko gotowi;
Tylko niech ksiądz dobrodziej jaśniej się wysłowi».

    Ksiądz poglądał za okno, przerwawszy rozmowę;
Ujrzał coś ciekawego, z okna wytknął głowę,
Po chwili rzekł powstając: «Dziś czasu nie mamy;
Potem o tym obszerniej z sobą pogadamy.
Jutro będę dla sprawy w powiatowym mieście;
I do waszmościów z drogi zajadę po kweście».

    «Niech też do Niehrymowa ksiądz na nocleg zdąży —
Rzekł ekonom — rad będzie księdzu pan chorąży;
Wszakże na Litwie stare powiada przysłowie:
Szczęśliwy człowiek, jako kwestarz w Niehrymowie!»
«I do nas — rzekł Zubkowski — wstąp jeżeli łaska;
Znajdzie się tam półsztuczek płótna, masła faska,
Baran lub krówka; wspomnij księże na te słowa:
Szczęśliwy człowiek, trafił jak ksiądz do Zubkowa».
«I do nas» — rzekł Skołuba. «Do nas — Terajewicz —
Żaden bernardyn głodny nie wyszedł z Pucewicz».
Tak cała szlachta prośbą i obietnicami
Przeprowadzała księdza; on już był za drzwiami.

    On już pierwej przez okno ujrzał Tadeusza,
Który leciał gościńcem, w cwał, bez kapelusza,
Z głową schyloną, bladym, posępnym obliczem,
A konia ustawicznie bódł i kropił biczem.
Ten widok bardzo księdza bernardyna zmieszał,
Więc za młodzieńcem kroki szybkimi pośpieszał
Do wielkiej puszczy, która, jako oko sięga,
Czerniła się na całym brzegu widnokręga.

    Któż zbadał puszcz litewskich przepastne krainy,
Aż do samego środka, do jądra gęstwiny?
Rybak ledwie u brzegów nawiedza dno morza;
Myśliwiec krąży koło puszcz litewskich łoża,
Zna je ledwie po wierzchu, ich postać, ich lice:
Lecz obce mu ich wnętrzne serca tajemnice;
Wieść tylko albo bajka wie, co się w nich dzieje.
Bo gdybyś przeszedł bory i podszyte knieje,
Trafisz w głębi na wielki wał pniów, kłód, korzeni,
Obronny trzęsawicą, tysiącem strumieni
I siecią zielsk zarosłych, i kopcami mrowisk,
Gniazdami os, szerszeniów, kłębami wężowisk.
Gdybyś i te zapory zmógł nadludzkim męstwem,
Dalej spotkać się z większym masz niebezpieczeństwem:
Dalej co krok czyhają, niby wilcze doły,
Małe jeziorka, trawą zarosłe na poły,
Tak głębokie, że ludzie dna ich nie dośledzą
(Wielkie jest podobieństwo, że diabły tam siedzą).
Woda tych studni sklni się, plamista rdzą krwawą,
A z wnętrza ciągle dymi, zionąc woń plugawą,
Od której drzewa wkoło tracą liść i korę;
Łyse, skarłowaciałe, robaczliwe, chore,
Pochyliwszy konary mchem kołtunowate
I pnie garbiąc, brzydkimi grzybami brodate,
Siedzą wokoło wody jak czarownic kupa
Grzejąca się nad kotłem, w którym warzą trupa.

    Za tymi jeziorkami już nie tylko krokiem,
Ale daremnie nawet zapuszczać się okiem,
Bo tam już wszystko mglistym zakryte obłokiem,
Co się wiecznie ze trzęskich oparzelisk wznosi.
A za tą mgłą na koniec (jak wieść gminna głosi)
Ciągnie się bardzo piękna, żyzna okolica,
Główna królestwa zwierząt i roślin stolica.
W niej są złożone wszystkich drzew i ziół nasiona,
Z których się rozrastają na świat ich plemiona;
W niej, jak w arce Noego, z wszelkich zwierząt rodu
Jedna przynajmniej para chowa się dla płodu.
W samym środku (jak słychać) mają swoje dwory
Dawny Tur, Żubr i Niedźwiedź, puszcz imperatory;
Około nich na drzewach gnieździ się Ryś bystry
I żarłoczny Rosomak jak czujne ministry;
Dalej zaś, jak podwładni szlachetni wasale,
Mieszkają Dziki, Wilki i Łosie rogale.
Nad głowami Sokoły i Orłowie dzicy,
Żyjący z pańskich stołów dworscy zausznicy.
Te pary zwierząt główne i patryjarchalne,
Ukryte w jądrze puszczy, światu niewidzialne,
Dzieci swe ślą dla osad za granicę lasu,
A sami we stolicy używają wczasu;
Nie giną nigdy bronią sieczną ani palną,
Lecz starzy umierają śmiercią naturalną.
Mają też i swój cmentarz, kędy bliscy śmierci,
Ptaki składają pióra, czworonogi sierci:
Niedźwiedź, gdy zjadłszy zęby, strawy nie przeżuwa,
Jeleń zgrzybiały, gdy już ledwie nogi suwa,
Zając sędziwy, gdy mu już krew w żyłach krzepnie,
Kruk, gdy już posiwieje, sokół, gdy oślepnie,
Orzeł, gdy mu dziób stary tak się w kabłąk skrzywi,
Że zamknięty na wieki już gardła nie żywi,
Idą na cmentarz. Nawet mniejszy zwierz, raniony
Lub chory, bieży umrzeć w swe ojczyste strony.
Stąd to w miejscach dostępnych, kędy człowiek gości,
Nie znajdują się nigdy martwych zwierząt kości.
Słychać, że tam w stolicy między zwierzętami
Dobre są obyczaje, bo rządzą się sami;
Jeszcze cywilizacją ludzką nie popsuci,
Nie znają praw własności, która świat nasz kłóci,
Nie znają pojedynków ni wojennej sztuki.
Jak ojce żyły w raju, tak dziś żyją wnuki,
Dzikie i swojskie razem, w miłości i zgodzie,
Nigdy jeden drugiego nie kąsa ni bodzie.
Nawet gdyby tam człowiek wpadł, chociaż niezbrojny,
Toby środkiem bestyi przechodził spokojny;
One by nań patrzyły tym wzrokiem zdziwienia,
Jakim w owym ostatnim szóstym dniu stworzenia
Ojce ich pierwsze, co się w ogrójcu gnieździły,
Patrzyły na Adama, nim się z nim skłóciły.
Szczęściem, człowiek nie zbłądzi do tego ostępu,
Bo Trud, i Trwoga, i Śmierć bronią mu przystępu.

    Czasem tylko w pogoni zaciekłe ogary,
Wpadłszy niebacznie między bagna, mchy i jary,
Wnętrznej ich okropności rażone widokiem,
Uciekają skowycząc z obłąkanym wzrokiem;
I długo potem ręką pana już głaskane,
Drżą jeszcze u nóg jego strachem opętane.
Te puszcz stołeczne, ludziom nieznane tajniki,
W języku swoim strzelcy zowią: *mateczniki*.

    Głupi niedźwiedziu! gdybyś w mateczniku siedział,
Nigdy by się o tobie Wojski nie dowiedział;
Ale czyli pasieki zwabiła cię wonność,
Czy uczułeś do owsa dojrzałego skłonność,
Wyszedłeś na brzeg puszczy, gdzie się las przerzedził,
I tam zaraz leśniczy bytność twą wyśledził,
I zaraz obsaczniki, chytre nasłał szpiegi,
By poznać, gdzie popasasz i gdzie masz noclegi.
Teraz Wojski z obławą, już od matecznika
Postawiwszy szeregi, odwrót ci zamyka.

    Tadeusz się dowiedział, że niemało czasu
Już przeszło, jak ogary wpadły w otchłań lasu.

Cicho. Próżno myśliwi natężają ucha;
Próżno jak najciekawszej mowy każdy słucha
Milczenia, długo w miejscu nieruchomy czeka:
Tylko muzyka puszczy gra do nich z daleka.
Psy nurtują po puszczy, jak pod morzem nurki,
A strzelcy, obróciwszy do lasu dwururki,
Patrzą Wojskiego. Ukląkł, ziemię uchem pyta;
Jako w twarzy lekarza wzrok przyjaciół czyta
Wyrok życia lub zgonu miłej im osoby,
Tak strzelcy, ufni w sztuki Wojskiego sposoby,
Topili w nim spojrzenia nadziei i trwogi.
«Jest! jest!» — wyrzekł półgłosem, zerwał się na nogi.
On słyszał! Oni jeszcze słuchali; nareszcie
Słyszą: jeden pies wrzasnął, potem dwa, dwadzieście,
Wszystkie razem ogary rozpierzchnioną zgrają
Doławiają się, wrzeszczą, wpadły na trop, grają,
Ujadają. Już nie jest to powolne granie
Psów goniących zająca, lisa albo łanie;
Lecz wciąż wrzask krótki, częsty, ucinany, zjadły;
To nie na ślad daleki ogary napadły:
Na oko gonią. Nagle ustał krzyk pogoni,
Doszli zwierza. Wrzask znowu, skowyt: zwierz się broni
I zapewne kaleczy; śród ogarów grania
Słychać coraz to częściej jęk psiego konania.

    Strzelcy stali i każdy ze strzelbą gotową
Wygiął się jak łuk naprzód z wciśnioną w las głową.
Nie mogą dłużej czekać! Już ze stanowiska
Jeden za drugim zmyka i w puszczę się wciska,
Chcą pierwsi spotkać źwierza: choć Wojski ostrzegał,
Choć Wojski stanowiska na koniu obiegał,
Krzycząc, że czy kto prostym chłopem, czy paniczem,
Jeżeli z miejsca zejdzie, dostanie w grzbiet smyczem!
Nie było rady! Wszyscy pomimo zakazu
W las pobiegli. Trzy strzelby huknęły od razu;
Potem wciąż kanonada, aż głośniej nad strzały
Ryknął niedźwiedź i echem napełnił las cały.
Ryk okropny, boleści, wściekłości, rozpaczy;
Za nim wrzask psów, krzyk strzelców, trąby dojeżdżaczy
Grzmiały ze środka puszczy. Strzelcy — ci w las śpieszą,
Tamci kurki odwodzą, a wszyscy się cieszą;
Jeden Wojski w żałości, krzyczy, że chybiono.
Strzelcy i obławnicy poszli jedną stroną
Na przełaj źwierza, między ostępem i puszczą,
A niedźwiedź, odstraszony psów i ludzi tłuszczą,
Zwrócił się nazad w miejsca mniej pilnie strzeżone
Ku polom, skąd już zeszły strzelcy rozstawione,
Gdzie tylko pozostali z mnogich łowczych szyków
Wojski, Tadeusz, Hrabia, z kilką obławników.

    Tu las był rzadszy. Słychać z głębi ryk, trzask łomu;
Aż z gęstwy, jak z chmur, wypadł niedźwiedź na kształt gromu;
Wkoło psy gonią, straszą, rwą; on wstał na nogi
Tylne i spojrzał wkoło, rykiem strasząc wrogi,
I przednimi łapami to drzewa korzenie,
To pniaki osmalone, to wrosłe kamienie
Rwał, waląc w psów i w ludzi, aż wyłamał drzewo.
Kręcąc nim jak maczugą na prawo, na lewo,
Runął wprost na ostatnich strażników obławy:
Hrabię i Tadeusza. Oni bez obawy
Stoją w kroku, na źwierza wytknęli flint rury,
Jako dwa konduktory w łono ciemnej chmury;
Aż oba jednym razem pociągnęli kurki
(Niedoświadczeni!), razem zagrzmiały dwururki:
Chybili. Niedźwiedź skoczył; oni tuż utkwiony
Oszczep jeden chwycili czterema ramiony,
Wydzierali go sobie. Spojrzą, aż tu z pyska
Wielkiego, czerwonego dwa rzędy kłów błyska,
I łapa z pazurami już się na łby spuszcza;
Pobledli, w tył skoczyli i, gdzie rzednie puszcza,
Zmykali. Zwierz za nimi wspiął się, już pazury
Zahaczał, chybił, podbiegł, wspiął się znów do góry
I czarną łapą sięgał Hrabiego włos płowy.
Zdarłby mu czaszkę z mozgów jak kapelusz z głowy,
Gdy Asesor z Rejentem wyskoczyli z boków,
A Gerwazy biegł z przodu o jakie sto kroków,
Z nim Robak, choć bez strzelby — i trzej w jednej chwili
Jak gdyby na komendę razem wystrzelili.
Niedźwiedź wyskoczył w górę jak kot przed chartami
I głową na dół runął, i czterma łapami
Przewróciwszy się młyńcem, cielska krwawe brzemię
Waląc tuż pod Hrabiego, zbił go z nóg na ziemię.
Jeszcze ryczał, chciał jeszcze powstać, gdy nań wsiadły
Rozjuszona Strapczyna i Sprawnik zajadły.

    Natenczas Wojski chwycił na taśmie przypięty
Swój róg bawoli, długi, cętkowany, kręty
Jak wąż boa, oburącz do ust go przycisnął,
Wzdął policzki jak banię, w oczach krwią zabłysnął,
Zasunął wpół powieki, wciągnął w głąb pół brzucha
I do płuc wysłał z niego cały zapas ducha,
I zagrał: róg jak wicher wirowatym dechem,
Niesie w puszczę muzykę i podwaja echem.
Umilkli strzelcy, stali szczwacze zadziwieni
Mocą, czystością, dziwną harmoniją pieni.
Starzec cały kunszt, którym niegdyś w lasach słynął,
Jeszcze raz przed uszami myśliwców rozwinął;
Napełnił wnet, ożywił knieje i dąbrowy,
Jakby psiarnię w nie wpuścił i rozpoczął łowy.
Bo w graniu była łowów historyja krótka:
Zrazu odzew dźwięczący, rześki — to pobudka;
Potem jęki po jękach skomlą — to psów granie;
A gdzieniegdzie ton twardszy jak grzmot — to strzelanie.

    Tu przerwał, lecz róg trzymał; wszystkim się zdawało,
Że Wojski wciąż gra jeszcze, a to echo grało.

    Zadął znowu. Myśliłbyś, że róg kształty zmieniał
I że w ustach Wojskiego to grubiał, to cieniał,
Udając głosy zwierząt: to raz w wilczą szyję
Przeciągając się, długo, przeraźliwie wyje;
Znowu jakby w niedźwiedzie rozwarłszy się gardło,
Ryknął; potem beczenie żubra wiatr rozdarło.

    Tu przerwał, lecz róg trzymał; wszystkim się zdawało,
Że Wojski wciąż gra jeszcze, a to echo grało.
Wysłuchawszy rogowej arcydzieło sztuki,
Powtarzały je dęby dębom, bukom buki.

    Dmie znowu. Jakby w rogu były setne rogi,
Słychać zmieszane wrzaski szczwania, gniewu, trwogi,
Strzelców, psiarni i zwierząt; aż Wojski do góry
Podniósł róg i tryumfu hymn uderzył w chmury.

    Tu przerwał, lecz róg trzymał; wszystkim się zdawało,
Że Wojski wciąż gra jeszcze, a to echo grało.
Ile drzew, tyle rogów znalazło się w boru,
Jedne drugim pieśń niosą jak z choru do choru.
I szła muzyka coraz szersza, coraz dalsza,
Coraz cichsza i coraz czystsza, doskonalsza,
Aż znikła gdzieś daleko, gdzieś na niebios progu!

    Wojski obiedwie ręce odjąwszy od rogu
Rozkrzyżował; róg opadł, na pasie rzemiennym
Chwiał się. Wojski z obliczem nabrzmiałym, promiennym,
Z oczyma wzniesionymi, stał jakby natchniony,
Łowiąc uchem ostatnie znikające tony.
A tymczasem zagrzmiało tysiące oklasków,
Tysiące powińszowań i wiwatnych wrzasków.

    Uciszono się z wolna i oczy gawiedzi
Zwróciły się na wielki, świeży trup niedźwiedzi.
Leżał krwią opryskany, kulami przeszyty,
Piersiami w gęszczę trawy wplątany i wbity;
Rozprzestrzenił szeroko przednie krzyżem łapy,
Dyszał jeszcze, wylewał strumień krwi przez chrapy,
Otwierał jeszcze oczy, lecz głowy nie ruszy;
Pijawki Podkomorzego dzierżą go pod uszy,
Z lewej strony Strapczyna, a z prawej zawisał
Sprawnik i dusząc gardziel krew czarną wysysał.

    Za czym Wojski rozkazał kij żelazny włożyć
Psom między zęby i tak paszczęki roztworzyć.
Kolbami przewrócono na wznak zwierza zwłoki
I znów trzykrotny wiwat uderzył w obłoki.

    «A co? — krzyknął Asesor, kręcąc strzelby rurą —
A co? fuzyjka moja? górą nasi, górą!
A co? fuzyjka moja? niewielka ptaszyna,
A jak się popisała? To jej nie nowina:
Nie puści ona na wiatr żadnego ładunku.
Od książęcia Sanguszki mam ją w podarunku».
Tu pokazywał strzelbę przedziwnej roboty,
Choć maleńką, i zaczął wyliczać jej cnoty.
«Ja biegłem — przerwał Rejent, otarłszy pot z czoła —
Biegłem tuż za niedźwiedziem; a pan Wojski woła:
»Stój na miejscu!« Jak tam stać? Niedźwiedź w pole wali,
Rwąc z kopyta jak zając coraz daléj, daléj;
Aż mi ducha nie stało, dobiec ni nadziei,
Aż spojrzę w prawo: sadzi, a tu rzadko w kniei,
Jak też wziąłem na oko: postójże, marucha,
Pomyśliłem, i basta: ot, leży bez ducha!
Tęga strzelba, prawdziwa to Sagalasówka,
Napis: *Sagalas London à Bałabanówka…*
(Sławny tam mieszka ślusarz Polak, który robił
Polskie strzelby, ale je po angielsku zdobił)».

    «Jak to — parsknął Asesor — do kroćset niedźwiedzi!
To to niby pan zabił? Co też to Pan bredzi?»
«Słuchaj no — odparł Rejent — tu, panie, nie śledztwo,
Tu obława, tu wszystkich weźmiem na świadectwo…»

    Więc kłótnia między zgrają wszczęła się zawzięta:
Ci stronę Asesora, ci brali Rejenta.
O Gerwazym nie wspomniał nikt, bo wszyscy biegli
Z boków i, co się z przodu działo, nie postrzegli.
Wojski głos zabrał: «Teraz jest przynajmniej za co;
Bo to, panowie, nie jest ów szarak ladaco,
To niedźwiedź; tu już nie żal poszukać odwetu,
Czy szerpentyną, czyli nawet z pistoletu.
Spór wasz trudno pogodzić, więc dawnym zwyczajem,
Na pojedynek nasze pozwolenie dajem.
Pamiętam, za mych czasów żyło dwóch sąsiadów,
Oba ludzie uczciwi, szlachta z prapradziadów,
